x y obj1 obj2
3.70648764509 -0.128876083793 -13.7546597082 2.92870912783
4.86713514195 -0.0103484478338 -23.6891115803 8.22057101255
4.15642415387 0.0227759114985 -17.276380489 4.65068387352
3.62153019283 -0.0567984042501 -13.1187069963 2.63258622499
5.0 -0.486033447602 -25.2362285122 9.23622851219
5.0 -0.665625011042 -25.4430566553 9.44305665532
3.67611325774 -0.0648019827388 -13.5180079807 2.81355494973
3.66421175805 0.306144176823 -13.5201720649 2.86332503264
2.47092735662 -0.0103484478338 -6.10558909206 0.221879665585
4.92347657446 -0.0648019827388 -24.2448208762 8.55091457838
2.18434576112 -0.0648019827388 -4.77556570111 0.0381826566113
5.0 -4.37000789199 -44.0969689761 28.0969689761
3.35126691459 0.0227759114985 -11.231508675 1.82644101662
5.0 -3.20037678606 -35.2424115727 19.2424115727
5.0 3.82650908754 -39.642171797 23.642171797
2.58002226686 0.0675075772215 -6.66107217048 0.340983103037
5.0 1.48568215462 -27.2072514646 11.2072514646
4.84356082878 -0.274148445989 -23.5352388725 8.16099555741
5.0 -0.256053714052 -25.0655635045 9.06556350448
3.42470281116 -0.161532738072 -11.7546821702 2.0558709256
5.0 5.0 -50.0 34.0
3.9077116851 -0.0648019827388 -15.2744099108 3.64356317043
3.4389182396 -0.182047757399 -11.8593000447 2.10362708624
2.67288506931 0.0349744948553 -7.14553780901 0.453997531785
4.29467746762 -0.179300138703 -18.4764030907 5.29769322016
2.08701098783 -0.0338051825758 -4.35675765371 0.00871370237284
5.0 4.94300508116 -49.4332992324 33.4332992324
4.12030315533 -0.113499986497 -16.9897803388 4.50856771745
5.0 -0.612678997238 -25.3753755537 9.37537555366
4.30381590027 0.072158975833 -18.5280382212 5.31277462013
2.62585497653 0.0547190286476 -6.89810852984 0.394688623738
4.39159406316 0.0797876248301 -19.2924644807 5.72608822802
4.02894254463 0.03652982022 -16.2337124557 4.11794227719
5.0 -0.406131160327 -25.1649425194 9.16494251939
4.25550893795 0.0438769778397 -18.1112815101 5.08924575835
5.0 -2.33035754196 -30.4305662734 14.4305662734
4.9001082199 -0.0554446875719 -24.0141346801 8.41370180051
4.14305706946 0.0162108562308 -17.1651846727 4.59295639483
3.27070446599 0.0423445515617 -10.6993007649 1.61648290093
5.0 4.26773053577 -43.2135239259 27.2135239259
5.0 3.72482608276 -38.8743293468 22.8743293468
5.0 -4.19972974323 -42.6377299161 26.6377299161
5.0 -2.78301520221 -32.7451736158 16.7451736158
5.0 3.51056707988 -37.3240812224 21.3240812224
5.0 -1.34003865447 -26.7957035955 10.7957035955
5.0 4.70092113356 -47.0986595039 31.0986595039
5.0 -1.73222705413 -28.0006105671 12.0006105671
4.27250426013 -0.0103484478338 -18.2543997432 5.16438270267
5.0 -3.55662770303 -37.649600618 21.649600618
5.0 2.39693698878 -30.7453069282 14.7453069282
5.0 4.81287666126 -48.1637817565 32.1637817565
5.0 -4.7416002326 -47.4827727658 31.4827727658
4.60514432974 0.0438769778397 -21.2092794869 6.78870216798
5.0 4.63082691646 -46.4445579302 30.4445579302
5.0 2.69710913014 -32.2743976599 16.2743976599
3.20454637829 0.0423445515617 -10.2709105517 1.4527250385
3.25699373099 0.116494505478 -10.6215791335 1.59360420956
5.0 -0.703640217432 -25.4951095556 9.49510955559
5.0 3.56635498548 -37.7188878825 21.7188878825
5.0 3.98531264144 -40.88271685 24.88271685
5.0 3.84627952101 -39.7938661537 23.7938661537
4.99277580258 -0.14131802932 -24.9477810002 8.97667778993
4.19461937019 0.120377396487 -17.6093223784 4.83084489761
4.8005662387 -0.231290375201 -23.0989314498 7.89666649501
4.56384403657 -0.0648019827388 -20.8328716871 6.57749554081
3.36945057049 0.0074819137901 -11.353253126 1.87545084406
2.95926568614 0.131705648635 -8.77459977906 0.937537034491
2.17299914073 0.002334393259 -4.72193071499 0.0299341520841
4.99636112821 -0.141441998142 -24.9836303623 8.9981858495
4.86379976464 -0.319008287909 -23.7583144383 8.30311537972
5.0 4.86133510055 -48.6325789598 32.6325789598
4.73878488404 -0.156318479685 -22.4805176443 7.52537810815
2.5232470147 0.0400362901969 -6.36837840172 0.275390342924
3.04636559808 0.120919486408 -9.29496487936 1.10950248704
4.16940222204 0.335116987818 -17.4962182847 4.81860939652
2.84259806896 0.0261682269223 -8.08104855778 0.710656281923
4.89367708856 0.072462231753 -23.9533262221 8.3786178679
5.0 -4.12634180241 -42.0266966703 26.0266966703
4.71288595094 -0.263339410388 -22.2806416317 7.42909782788
3.54805329072 -0.17095080989 -12.6179063332 2.4256931703
4.57884196187 0.208916186778 -21.0094396849 6.69407183738
5.0 0.620138708781 -25.3845720181 9.38457201813
4.61679768145 0.177992814695 -21.3465022736 6.87931154775
2.9372691808 0.0721390486668 -8.63275428281 0.883677559616
5.0 -3.47688802262 -37.0887503219 21.0887503219
4.51821558766 -0.292159037343 -20.4996289996 6.42676664902
3.71573079628 -0.0882756952016 -13.8144479488 2.95152476367
5.0 4.10664576814 -41.864539465 25.864539465
5.0 -4.51247670996 -45.3624460579 29.3624460579
2.77731425604 0.206129395761 -7.75596380463 0.646706780447
5.0 1.23441117977 -26.5237709607 10.5237709607
5.0 1.07505420098 -26.155741535 10.155741535
5.0 1.72306969979 -27.9689691903 11.9689691903
